Monitoring point coding,Monitoring point name,city,longitude,latitude,region,GADM
3676A,Number two people's hospital,Datong,113.2802,40.0995,Shanxi,CN.SX
3677A,Mangshi People's Government Complex,Dehong Prefecture,98.5881,24.4368,Yunnan,CN.YN
3678A,City Seventh Middle School,Jining,116.5907,35.4054,Shandong,CN.SD
3682A,Jinan Four Construction,Jinan,116.9814,36.6819,Shandong,CN.SD
3683A,Queensland Government,Baotou,109.8331,40.6576,Nei Mongol,CN.NM
3684A,New mine square,Qitaihe,130.8781,45.8222,Heilongjiang,CN.HL
3685A,Shuangchuang Technology City,Shangrao,117.897,28.4315,Jiangxi,CN.JX
3689A,Administrative Service Center,Xinxiang,113.9003,35.372,Henan,CN.HE
3690A,foreign language School,Nanchang,115.9721,28.7031,Jiangxi,CN.JX
3692A,Fire Gunyao Road Squadron,Tangshan,118.2059,39.6585,Hebei,CN.HB
3693A,Lunan TV University,Tangshan,118.1436,39.6202,Hebei,CN.HB
3694A,Yanqing Shiheying,Beijing,115.986,40.4563,Beijing,CN.BJ
3695A,Huairou New Town,Beijing,116.6151,40.3053,Beijing,CN.BJ
3696A,Fengtai Xiaotun,Beijing,116.2545,39.8768,Beijing,CN.BJ
3697A,Miyun Town,Beijing,116.84,40.3844,Beijing,CN.BJ
3698A,Hongqi Primary School,Hohhot,111.5968,40.8178,Nei Mongol,CN.NM
3699A,Haidong Office,Hohhot,111.6518,40.8389,Nei Mongol,CN.NM
3700A,Health Care Center (control point),Yaan,103.0456,29.9956,Sichuan,CN.SC
3701A,Wanbei Coal and Electricity Group,Suzhou,116.9648,33.6252,Anhui,CN.AH
3703A,Angang Staff School,Anyang,114.2917,36.0949,Henan,CN.HE
3706A,Veterans Activity Center,Tongliao,122.2584,43.6333,Nei Mongol,CN.NM
3707A,"Europe, America and Japan Auto Repair Factory",Jixi,131.0207,45.3073,Heilongjiang,CN.HL
3708A,Oriental Pearl Community,Tongliao,122.2922,43.6189,Nei Mongol,CN.NM
3709A,Municipal Facilities Management Office,Jixi,130.9967,45.3106,Heilongjiang,CN.HL
3710A,Baisha Activity Center,Ningbo,121.5594,29.8975,Zhejiang,CN.ZJ
3713A,Century City,Siping,124.3419,43.1666,Jilin,CN.JL
3715A,Bengbu Tianjiabing Middle School,Bengbu,117.3092,32.9314,Anhui,CN.AH
3719A,Qamdo Conference Center,Chamdo,97.1714,31.1406,Tibet,CN.XZ
3726A,Forestry Technology Promotion Center,Shigatse,88.8781,29.2426,Tibet,CN.XZ
3728A,Liquor Academy,Yibin,104.68,28.8071,Sichuan,CN.SC
3734A,Ideal city,Dongying,118.35,37.26,Shandong,CN.SD
3207A.1,,,,,,
1961A.1,,,,,,
1966A.1,,,,,,
